id,forecastVolum
1,267
2,299
3,164
4,347
5,328
6,170
7,416
8,202
9,2431
10,328
11,675
12,180
13,320
14,289
15,623
16,392
17,253
18,293
19,530
20,112
21,316
22,262
23,320
24,394
25,263
26,280
27,577
28,428
29,906
30,312
31,7822
32,798
33,1802
34,504
35,777
36,862
37,1582
38,777
39,635
40,1338
41,1578
42,314
43,370
44,694
45,167
46,286
47,262
48,349
49,421
50,156
51,401
52,183
53,1631
54,189
55,451
56,146
57,455
58,376
59,408
60,298
61,275
62,134
63,506
64,188
65,284
66,270
67,115
68,237
69,139
70,33
71,202
72,222
73,173
74,135
75,3224
76,262
77,838
78,235
79,356
80,345
81,988
82,396
83,416
84,612
85,241
86,106
87,200
88,148
89,167
90,3436
91,474
92,47
93,1387
94,1548
95,2986
96,1720
97,1457
98,1433
99,1981
100,777
101,3635
102,3803
103,1467
104,1246
105,1288
106,480
107,825
108,241
109,1580
110,450
111,290
112,498
113,431
114,32
115,895
116,1098
117,1621
118,544
119,3819
120,574
121,1213
122,566
123,2198
124,2343
125,876
126,1023
127,793
128,402
129,357
130,523
131,492
132,375
133,1326
134,242
135,206
136,1609
137,322
138,413
139,1365
140,315
141,1173
142,139
143,1303
144,218
145,798
146,843
147,810
148,275
149,240
150,234
151,422
152,163
153,408
154,287
155,240
156,60
157,51
158,53
159,234
160,341
161,170
162,64
163,238
164,85
165,611
166,166
167,147
168,201
169,426
170,213
171,179
172,140
173,39
174,83
175,108
176,37
177,805
178,277
179,262
180,441
181,814
182,832
183,763
184,344
185,539
186,276
187,1275
188,660
189,562
190,831
191,648
192,751
193,754
194,400
195,196
196,376
197,430
198,140
199,1079
200,378
201,260
202,111
203,1031
204,1518
205,2777
206,696
207,1494
208,716
209,3272
210,1311
211,1814
212,2584
213,1652
214,1181
215,796
216,965
217,287
218,475
219,959
220,210
221,75
222,376
223,219
224,339
225,1199
226,726
227,1526
228,440
229,963
230,740
231,799
232,714
233,1225
234,1884
235,1414
236,996
237,786
238,504
239,190
240,558
241,1383
242,126
243,52
244,416
245,320
246,32
247,771
248,583
249,1000
250,821
251,955
252,533
253,652
254,508
255,1488
256,1243
257,535
258,519
259,567
260,282
261,365
262,329
263,882
264,261
265,72
266,845
267,528
268,39
269,1435
270,986
271,1828
272,766
273,891
274,558
275,1083
276,669
277,2053
278,1702
279,653
280,961
281,848
282,435
283,330
284,413
285,690
286,569
287,192
288,1024
289,697
290,135
291,2291
292,1540
293,2518
294,573
295,1554
296,778
297,2547
298,1107
299,1969
300,3570
301,1368
302,1611
303,2008
304,582
305,730
306,754
307,837
308,655
309,571
310,461
311,552
312,886
313,657
314,812
315,1044
316,616
317,566
318,159
319,1187
320,258
321,1691
322,949
323,536
324,303
325,397
326,290
327,214
328,399
329,615
330,99
331,90
332,820
333,576
334,60
335,1857
336,328
337,1729
338,743
339,1471
340,514
341,670
342,286
343,2247
344,1194
345,373
346,320
347,842
348,259
349,825
350,122
351,558
352,1416
353,2258
354,1086
355,476
356,47
357,1744
358,1574
359,1944
360,1051
361,607
362,404
363,2815
364,1081
365,2603
366,3352
367,1147
368,900
369,1305
370,660
371,280
372,715
373,1359
374,311
375,56
376,580
377,664
378,38
379,1096
380,794
381,2458
382,1218
383,581
384,237
385,1065
386,405
387,2572
388,1540
389,272
390,150
391,207
392,194
393,758
394,167
395,871
396,572
397,332
398,394
399,573
400,1021
401,1010
402,690
403,1412
404,469
405,835
406,254
