id,forecastVolum
1,272
2,320
3,154
4,385
5,359
6,159
7,420
8,199
9,2271
10,355
11,690
12,175
13,288
14,307
15,632
16,359
17,278
18,276
19,610
20,102
21,310
22,271
23,358
24,377
25,255
26,352
27,676
28,429
29,1019
30,370
31,6305
32,823
33,1609
34,484
35,780
36,822
37,1406
38,736
39,700
40,1089
41,1314
42,276
43,398
44,696
45,136
46,285
47,224
48,378
49,390
50,135
51,366
52,157
53,1476
54,177
55,419
56,117
57,387
58,324
59,390
60,263
61,232
62,118
63,472
64,158
65,253
66,241
67,142
68,252
69,142
70,111
71,315
72,243
73,309
74,149
75,3049
76,319
77,862
78,284
79,350
80,446
81,1036
82,466
83,454
84,421
85,342
86,120
87,219
88,184
89,210
90,3760
91,558
92,107
93,1664
94,1887
95,3878
96,1802
97,1714
98,1997
99,2384
100,822
101,4326
102,4208
103,1772
104,1464
105,1546
106,556
107,1064
108,266
109,1671
110,511
111,334
112,530
113,490
114,93
115,973
116,1152
117,1619
118,578
119,4733
120,653
121,1477
122,752
123,2026
124,2378
125,944
126,1138
127,1338
128,342
129,362
130,573
131,559
132,452
133,1199
134,204
135,170
136,1555
137,325
138,372
139,1282
140,310
141,1062
142,136
143,1164
144,202
145,803
146,766
147,807
148,260
149,198
150,203
151,348
152,128
153,361
154,248
155,331
156,69
157,34
158,60
159,243
160,375
161,269
162,45
163,238
164,86
165,916
166,190
167,150
168,239
169,536
170,226
171,200
172,115
173,41
174,67
175,119
176,22
177,839
178,353
179,298
180,505
181,893
182,861
183,906
184,407
185,890
186,341
187,1300
188,790
189,665
190,954
191,928
192,908
193,973
194,458
195,277
196,414
197,396
198,169
199,852
200,364
201,334
202,169
203,1205
204,1548
205,2386
206,642
207,1099
208,654
209,2736
210,1240
211,1492
212,1908
213,1656
214,1057
215,1104
216,796
217,360
218,412
219,676
220,184
221,101
222,401
223,246
224,364
225,1257
226,784
227,1670
228,745
229,1043
230,716
231,963
232,794
233,1332
234,2137
235,1917
236,859
237,843
238,656
239,240
240,500
241,1237
242,133
243,57
244,444
245,343
246,65
247,790
248,588
