id,forecastVolum
1,286
2,363
3,174
4,345
5,446
6,187
7,526
8,249
9,2019
10,407
11,789
12,169
13,355
14,378
15,701
16,429
17,325
18,316
19,608
20,117
21,345
22,254
23,386
24,387
25,238
26,337
27,792
28,387
29,1180
30,357
31,5047
32,964
33,1739
34,537
35,776
36,849
37,1571
38,849
39,740
40,1275
41,1280
42,282
43,412
44,659
45,148
46,331
47,257
48,398
49,476
50,166
51,460
52,167
53,1734
54,208
55,513
56,159
57,417
58,421
59,482
60,329
61,313
62,143
63,437
64,174
65,315
66,206
67,109
68,235
69,113
70,110
71,431
72,228
73,346
74,132
75,3119
76,308
77,917
78,318
79,318
80,532
81,994
82,504
83,590
84,497
85,271
86,140
87,210
88,130
89,175
90,2568
91,466
92,77
93,1203
94,1648
95,2478
96,1491
97,1175
98,1715
99,1486
100,747
101,2445
102,2883
103,1046
104,1370
105,1448
106,409
107,930
108,214
109,882
110,465
111,292
112,406
113,454
114,94
115,761
116,976
117,1119
118,479
119,3301
120,624
121,1030
122,722
123,1266
124,1356
125,784
126,1087
127,1204
128,311
129,305
130,501
131,471
132,409
133,1317
134,154
135,177
136,1242
137,509
138,410
139,1248
140,348
141,1073
142,135
143,1268
144,211
145,948
146,1001
147,930
148,324
149,278
150,278
151,337
152,138
153,463
154,242
155,213
156,64
157,31
158,62
159,254
160,277
161,206
162,35
163,237
164,76
165,535
166,139
167,128
168,195
169,320
170,199
171,176
172,87
173,37
174,55
175,99
176,20
177,777
178,376
179,316
180,450
181,633
182,930
183,1065
184,353
185,468
186,330
187,1409
188,950
189,654
190,1056
191,935
192,1141
193,1118
194,466
195,294
196,362
197,351
198,165
199,618
200,306
201,293
202,105
203,1343
204,1430
205,2017
206,423
207,633
208,596
209,2295
210,1144
211,1097
212,2004
213,1488
214,990
215,1132
216,688
217,256
218,402
219,501
220,140
221,81
222,213
223,157
224,205
225,1325
226,619
227,1491
228,367
229,1086
230,374
231,881
232,506
233,1062
234,2022
235,1244
236,983
237,605
238,439
239,127
240,294
241,602
242,85
243,63
244,437
245,329
246,86
247,876
248,557
249,1168
250,792
251,821
252,483
253,547
254,494
255,1362
256,1337
257,579
258,578
259,709
260,328
261,291
262,339
263,869
264,230
265,78
266,685
267,456
268,72
269,1405
270,927
271,1587
272,614
273,740
274,502
275,959
276,618
277,1486
278,1569
279,698
280,893
281,717
282,333
283,224
284,326
285,635
286,425
287,265
288,956
289,766
290,172
291,1911
292,1706
293,2897
294,735
295,1191
296,688
297,1963
298,1111
299,1851
300,3414
301,1361
302,1540
303,1809
304,575
305,738
306,714
307,858
308,588
309,585
310,380
311,385
312,758
313,857
314,772
315,1343
316,595
317,412
318,167
319,1518
320,323
321,1264
322,992
323,616
324,354
325,445
326,238
327,168
328,394
329,518
330,86
331,66
332,956
333,655
334,177
335,2058
336,323
337,2415
338,781
339,1389
340,421
341,573
342,329
343,2359
344,1557
345,535
346,426
347,1199
348,396
349,783
350,184
351,575
352,1119
353,1296
354,944
355,511
356,262
357,1322
358,1776
359,2541
360,1026
361,640
362,468
363,2799
364,1244
365,2495
366,2233
367,1276
368,960
